geogname1,type,event_id,period_no,occ_year,occ_month,occ_day,loss,standard_deviation,exposure_value
Southern Region,1_analytic_mean,10437540,902,902,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10437540,902,902,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10437540,902,902,1,1,27281.85,0.0,67696.9
Central Region,2_sample_mean,10437540,902,902,1,1,27281.85,,67696.9
Northern Region,1_analytic_mean,10437548,902,902,1,1,528644.81,0.0,1150848.12
Northern Region,2_sample_mean,10437548,902,902,1,1,528644.81,,1150848.12
Area under National Administration,1_analytic_mean,10437548,902,902,1,1,7514.36,0.0,33848.45
Area under National Administration,2_sample_mean,10437548,902,902,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10437565,902,902,1,1,5493278.5,0.0,14521215.0
Southern Region,2_sample_mean,10437565,902,902,1,1,5493278.5,,14521215.0
Southern Region,1_analytic_mean,10437575,902,902,1,1,8911711.0,0.0,18820044.0
Southern Region,2_sample_mean,10437575,902,902,1,1,8911711.0,,18820044.0
Central Region,1_analytic_mean,10437575,902,902,1,1,146428.36,0.0,541575.06
Central Region,2_sample_mean,10437575,902,902,1,1,146428.36,,541575.06
Southern Region,1_analytic_mean,10437720,903,903,1,1,7671032.0,0.0,16213715.0
Southern Region,2_sample_mean,10437720,903,903,1,1,7671032.0,,16213715.0
Area under National Administration,1_analytic_mean,10437720,903,903,1,1,937601.81,0.0,1963212.12
Area under National Administration,2_sample_mean,10437720,903,903,1,1,937601.81,,1963212.12
Central Region,1_analytic_mean,10437720,903,903,1,1,9852175.0,0.0,20783228.0
Central Region,2_sample_mean,10437720,903,903,1,1,9852175.0,,20783228.0
Central Region,1_analytic_mean,10437829,903,903,1,1,7514.36,0.0,33848.45
Central Region,2_sample_mean,10437829,903,903,1,1,7514.36,,33848.45
Northern Region,1_analytic_mean,10438033,906,906,1,1,7155654.0,0.0,16789164.0
Northern Region,2_sample_mean,10438033,906,906,1,1,7155654.0,,16789164.0
Area under National Administration,1_analytic_mean,10438033,906,906,1,1,162269.47,0.0,406181.28
Area under National Administration,2_sample_mean,10438033,906,906,1,1,162269.47,,406181.28
Central Region,1_analytic_mean,10438033,906,906,1,1,18684.34,0.0,67696.9
Central Region,2_sample_mean,10438033,906,906,1,1,18684.34,,67696.9
Central Region,1_analytic_mean,10438047,906,906,1,1,572242.06,0.0,1523181.62
Central Region,2_sample_mean,10438047,906,906,1,1,572242.06,,1523181.62
Northern Region,1_analytic_mean,10438299,909,909,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10438299,909,909,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10438299,909,909,1,1,8392485.0,0.0,17703060.0
Southern Region,2_sample_mean,10438299,909,909,1,1,8392485.0,,17703060.0
Area under National Administration,1_analytic_mean,10438299,909,909,1,1,289065.72,0.0,710817.56
Area under National Administration,2_sample_mean,10438299,909,909,1,1,289065.72,,710817.56
Central Region,1_analytic_mean,10438299,909,909,1,1,17700734.0,0.0,41159720.0
Central Region,2_sample_mean,10438299,909,909,1,1,17700734.0,,41159720.0
Southern Region,1_analytic_mean,10438359,909,909,1,1,42716.75,0.0,101545.34
Southern Region,2_sample_mean,10438359,909,909,1,1,42716.75,,101545.34
Northern Region,1_analytic_mean,10438369,910,910,1,1,336589.0,0.0,710817.56
Northern Region,2_sample_mean,10438369,910,910,1,1,336589.0,,710817.56
Southern Region,1_analytic_mean,10438369,910,910,1,1,30893308.0,0.0,66274936.0
Southern Region,2_sample_mean,10438369,910,910,1,1,30893308.0,,66274936.0
Central Region,1_analytic_mean,10438369,910,910,1,1,828000.5,0.0,1658575.62
Central Region,2_sample_mean,10438369,910,910,1,1,828000.5,,1658575.62
Northern Region,1_analytic_mean,10438420,910,910,1,1,234705.19,0.0,507726.59
Northern Region,2_sample_mean,10438420,910,910,1,1,234705.19,,507726.59
Southern Region,1_analytic_mean,10438684,914,914,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10438684,914,914,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10438690,914,914,1,1,1071168.0,0.0,2877121.5
Central Region,2_sample_mean,10438690,914,914,1,1,1071168.0,,2877121.5
Northern Region,1_analytic_mean,10438699,914,914,1,1,575220.44,0.0,1489333.12
Northern Region,2_sample_mean,10438699,914,914,1,1,575220.44,,1489333.12
Southern Region,1_analytic_mean,10438699,914,914,1,1,20064916.0,0.0,41735136.0
Southern Region,2_sample_mean,10438699,914,914,1,1,20064916.0,,41735136.0
Central Region,1_analytic_mean,10438699,914,914,1,1,334016.5,0.0,643120.56
Central Region,2_sample_mean,10438699,914,914,1,1,334016.5,,643120.56
Northern Region,1_analytic_mean,10438822,915,915,1,1,3701469.25,0.0,9206765.0
Northern Region,2_sample_mean,10438822,915,915,1,1,3701469.25,,9206765.0
Area under National Administration,1_analytic_mean,10438822,915,915,1,1,86516.64,0.0,169242.22
Area under National Administration,2_sample_mean,10438822,915,915,1,1,86516.64,,169242.22
Southern Region,1_analytic_mean,10438974,917,917,1,1,19767.5,0.0,33848.45
Southern Region,2_sample_mean,10438974,917,917,1,1,19767.5,,33848.45
Southern Region,1_analytic_mean,10439073,918,918,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10439073,918,918,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10439073,918,918,1,1,188061.98,0.0,778514.56
Central Region,2_sample_mean,10439073,918,918,1,1,188061.98,,778514.56
Southern Region,1_analytic_mean,10439143,918,918,1,1,58896.3,0.0,135393.78
Southern Region,2_sample_mean,10439143,918,918,1,1,58896.3,,135393.78
Northern Region,1_analytic_mean,10439160,919,919,1,1,340853.91,0.0,710817.56
Northern Region,2_sample_mean,10439160,919,919,1,1,340853.91,,710817.56
Southern Region,1_analytic_mean,10439160,919,919,1,1,23725372.0,0.0,51889536.0
Southern Region,2_sample_mean,10439160,919,919,1,1,23725372.0,,51889536.0
Central Region,1_analytic_mean,10439160,919,919,1,1,714134.5,0.0,1387787.62
Central Region,2_sample_mean,10439160,919,919,1,1,714134.5,,1387787.62
Northern Region,1_analytic_mean,10439201,919,919,1,1,274646.38,0.0,541575.06
Northern Region,2_sample_mean,10439201,919,919,1,1,274646.38,,541575.06
Southern Region,1_analytic_mean,10439466,923,923,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10439466,923,923,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10439474,923,923,1,1,482001.66,0.0,1726272.62
Central Region,2_sample_mean,10439474,923,923,1,1,482001.66,,1726272.62
Southern Region,1_analytic_mean,10439486,923,923,1,1,20555448.0,0.0,42581336.0
Southern Region,2_sample_mean,10439486,923,923,1,1,20555448.0,,42581336.0
Central Region,1_analytic_mean,10439486,923,923,1,1,18684.34,0.0,67696.9
Central Region,2_sample_mean,10439486,923,923,1,1,18684.34,,67696.9
Central Region,1_analytic_mean,10439612,924,924,1,1,28432.7,0.0,33848.45
Central Region,2_sample_mean,10439612,924,924,1,1,28432.7,,33848.45
Northern Region,1_analytic_mean,10439619,924,924,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10439619,924,924,1,1,7514.36,,33848.45
Northern Region,1_analytic_mean,10439762,925,925,1,1,691388.19,0.0,1624727.12
Northern Region,2_sample_mean,10439762,925,925,1,1,691388.19,,1624727.12
Area under National Administration,1_analytic_mean,10439762,925,925,1,1,22339.98,0.0,67696.9
Area under National Administration,2_sample_mean,10439762,925,925,1,1,22339.98,,67696.9
Central Region,1_analytic_mean,10439762,925,925,1,1,90984.62,0.0,338484.41
Central Region,2_sample_mean,10439762,925,925,1,1,90984.62,,338484.41
Southern Region,1_analytic_mean,10439781,925,925,1,1,15141958.0,0.0,32528484.0
Southern Region,2_sample_mean,10439781,925,925,1,1,15141958.0,,32528484.0
Area under National Administration,1_analytic_mean,10439781,925,925,1,1,37774.87,0.0,101545.34
Area under National Administration,2_sample_mean,10439781,925,925,1,1,37774.87,,101545.34
Central Region,1_analytic_mean,10439781,925,925,1,1,1532928.62,0.0,3926425.0
Central Region,2_sample_mean,10439781,925,925,1,1,1532928.62,,3926425.0
Southern Region,1_analytic_mean,10439919,926,926,1,1,7085314.0,0.0,14825865.0
Southern Region,2_sample_mean,10439919,926,926,1,1,7085314.0,,14825865.0
Area under National Administration,1_analytic_mean,10439919,926,926,1,1,696465.5,0.0,1760121.12
Area under National Administration,2_sample_mean,10439919,926,926,1,1,696465.5,,1760121.12
Central Region,1_analytic_mean,10439919,926,926,1,1,3407729.5,0.0,9003665.0
Central Region,2_sample_mean,10439919,926,926,1,1,3407729.5,,9003665.0
Area under National Administration,1_analytic_mean,10440134,927,927,1,1,63499.69,0.0,101545.34
Area under National Administration,2_sample_mean,10440134,927,927,1,1,63499.69,,101545.34
Northern Region,1_analytic_mean,10440213,928,928,1,1,2816532.75,0.0,7446621.0
Northern Region,2_sample_mean,10440213,928,928,1,1,2816532.75,,7446621.0
Southern Region,1_analytic_mean,10440213,928,928,1,1,18684.34,0.0,67696.9
Southern Region,2_sample_mean,10440213,928,928,1,1,18684.34,,67696.9
Area under National Administration,1_analytic_mean,10440213,928,928,1,1,107028.78,0.0,270787.53
Area under National Administration,2_sample_mean,10440213,928,928,1,1,107028.78,,270787.53
Central Region,1_analytic_mean,10440213,928,928,1,1,13404615.0,0.0,31580740.0
Central Region,2_sample_mean,10440213,928,928,1,1,13404615.0,,31580740.0
Northern Region,1_analytic_mean,10440268,929,929,1,1,50637.28,0.0,101545.34
Northern Region,2_sample_mean,10440268,929,929,1,1,50637.28,,101545.34
Area under National Administration,1_analytic_mean,10440268,929,929,1,1,29854.33,0.0,101545.34
Area under National Administration,2_sample_mean,10440268,929,929,1,1,29854.33,,101545.34
Northern Region,1_analytic_mean,10440360,930,930,1,1,636621.69,0.0,1726272.62
Northern Region,2_sample_mean,10440360,930,930,1,1,636621.69,,1726272.62
Southern Region,1_analytic_mean,10440360,930,930,1,1,1271212.62,0.0,3452546.0
Southern Region,2_sample_mean,10440360,930,930,1,1,1271212.62,,3452546.0
Area under National Administration,1_analytic_mean,10440360,930,930,1,1,30869.79,0.0,67696.9
Area under National Administration,2_sample_mean,10440360,930,930,1,1,30869.79,,67696.9
Northern Region,1_analytic_mean,10440438,931,931,1,1,813039.81,0.0,2064757.62
Northern Region,2_sample_mean,10440438,931,931,1,1,813039.81,,2064757.62
Southern Region,1_analytic_mean,10440438,931,931,1,1,37198832.0,0.0,71080416.0
Southern Region,2_sample_mean,10440438,931,931,1,1,37198832.0,,71080416.0
Area under National Administration,1_analytic_mean,10440438,931,931,1,1,1041584.69,0.0,3926425.0
Area under National Administration,2_sample_mean,10440438,931,931,1,1,1041584.69,,3926425.0
Central Region,1_analytic_mean,10440438,931,931,1,1,3750506.0,0.0,10560765.0
Central Region,2_sample_mean,10440438,931,931,1,1,3750506.0,,10560765.0
Northern Region,1_analytic_mean,10440563,933,933,1,1,2947392.75,0.0,6465029.0
Northern Region,2_sample_mean,10440563,933,933,1,1,2947392.75,,6465029.0
Area under National Administration,1_analytic_mean,10440563,933,933,1,1,101545.35,0.0,236939.09
Area under National Administration,2_sample_mean,10440563,933,933,1,1,101545.35,,236939.09
Central Region,1_analytic_mean,10440563,933,933,1,1,541033.62,0.0,1421636.12
Central Region,2_sample_mean,10440563,933,933,1,1,541033.62,,1421636.12
Southern Region,1_analytic_mean,10440813,936,936,1,1,2278680.25,0.0,6566573.0
Southern Region,2_sample_mean,10440813,936,936,1,1,2278680.25,,6566573.0
Area under National Administration,1_analytic_mean,10440813,936,936,1,1,59302.49,0.0,101545.34
Area under National Administration,2_sample_mean,10440813,936,936,1,1,59302.49,,101545.34
Central Region,1_analytic_mean,10440813,936,936,1,1,6067557.5,0.0,13268765.0
Central Region,2_sample_mean,10440813,936,936,1,1,6067557.5,,13268765.0
Southern Region,1_analytic_mean,10440872,936,936,1,1,22949.25,0.0,67696.9
Southern Region,2_sample_mean,10440872,936,936,1,1,22949.25,,67696.9
Northern Region,1_analytic_mean,10440888,937,937,1,1,634184.38,0.0,1963212.12
Northern Region,2_sample_mean,10440888,937,937,1,1,634184.38,,1963212.12
Southern Region,1_analytic_mean,10440888,937,937,1,1,3032417.75,0.0,5483437.0
Southern Region,2_sample_mean,10440888,937,937,1,1,3032417.75,,5483437.0
Central Region,1_analytic_mean,10440888,937,937,1,1,496692.19,0.0,1083151.12
Central Region,2_sample_mean,10440888,937,937,1,1,496692.19,,1083151.12
Northern Region,1_analytic_mean,10441073,939,939,1,1,18684.34,0.0,67696.9
Northern Region,2_sample_mean,10441073,939,939,1,1,18684.34,,67696.9
Southern Region,1_analytic_mean,10441073,939,939,1,1,19767.5,0.0,33848.45
Southern Region,2_sample_mean,10441073,939,939,1,1,19767.5,,33848.45
Southern Region,1_analytic_mean,10441228,941,941,1,1,5554815.5,0.0,14216565.0
Southern Region,2_sample_mean,10441228,941,941,1,1,5554815.5,,14216565.0
Northern Region,1_analytic_mean,10441339,941,941,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10441339,941,941,1,1,7514.36,,33848.45
Central Region,1_analytic_mean,10441361,942,942,1,1,35947.05,0.0,67696.9
Central Region,2_sample_mean,10441361,942,942,1,1,35947.05,,67696.9
Northern Region,1_analytic_mean,10441372,942,942,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10441372,942,942,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10441494,942,942,1,1,41227.41,0.0,169242.22
Southern Region,2_sample_mean,10441494,942,942,1,1,41227.41,,169242.22
Central Region,1_analytic_mean,10441494,942,942,1,1,43867.59,0.0,67696.9
Central Region,2_sample_mean,10441494,942,942,1,1,43867.59,,67696.9
Southern Region,1_analytic_mean,10441511,943,943,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10441511,943,943,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10441511,943,943,1,1,35202.39,0.0,67696.9
Central Region,2_sample_mean,10441511,943,943,1,1,35202.39,,67696.9
Northern Region,1_analytic_mean,10441517,943,943,1,1,951547.31,0.0,2301697.0
Northern Region,2_sample_mean,10441517,943,943,1,1,951547.31,,2301697.0
Southern Region,1_analytic_mean,10441517,943,943,1,1,22543.07,0.0,101545.34
Southern Region,2_sample_mean,10441517,943,943,1,1,22543.07,,101545.34
Area under National Administration,1_analytic_mean,10441517,943,943,1,1,52803.58,0.0,169242.22
Area under National Administration,2_sample_mean,10441517,943,943,1,1,52803.58,,169242.22
Central Region,1_analytic_mean,10441517,943,943,1,1,967659.31,0.0,2877121.5
Central Region,2_sample_mean,10441517,943,943,1,1,967659.31,,2877121.5
Southern Region,1_analytic_mean,10441533,943,943,1,1,14643713.0,0.0,31885372.0
Southern Region,2_sample_mean,10441533,943,943,1,1,14643713.0,,31885372.0
Area under National Administration,1_analytic_mean,10441533,943,943,1,1,11169.99,0.0,33848.45
Area under National Administration,2_sample_mean,10441533,943,943,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10441533,943,943,1,1,734646.44,0.0,2064757.62
Central Region,2_sample_mean,10441533,943,943,1,1,734646.44,,2064757.62
Southern Region,1_analytic_mean,10441552,943,943,1,1,4145493.0,0.0,12084015.0
Southern Region,2_sample_mean,10441552,943,943,1,1,4145493.0,,12084015.0
Northern Region,1_analytic_mean,10441641,944,944,1,1,49621.83,0.0,135393.78
Northern Region,2_sample_mean,10441641,944,944,1,1,49621.83,,135393.78
Central Region,1_analytic_mean,10441745,945,945,1,1,1433889.12,0.0,3994122.0
Central Region,2_sample_mean,10441745,945,945,1,1,1433889.12,,3994122.0
Northern Region,1_analytic_mean,10441976,947,947,1,1,263273.22,0.0,609272.06
Northern Region,2_sample_mean,10441976,947,947,1,1,263273.22,,609272.06
Southern Region,1_analytic_mean,10441976,947,947,1,1,867468.62,0.0,3520243.0
Southern Region,2_sample_mean,10441976,947,947,1,1,867468.62,,3520243.0
Area under National Administration,1_analytic_mean,10441976,947,947,1,1,1027435.56,0.0,3757182.5
Area under National Administration,2_sample_mean,10441976,947,947,1,1,1027435.56,,3757182.5
Central Region,1_analytic_mean,10441976,947,947,1,1,12712646.0,0.0,31140716.0
Central Region,2_sample_mean,10441976,947,947,1,1,12712646.0,,31140716.0
Northern Region,1_analytic_mean,10442116,948,948,1,1,18684.34,0.0,67696.9
Northern Region,2_sample_mean,10442116,948,948,1,1,18684.34,,67696.9
Southern Region,1_analytic_mean,10442116,948,948,1,1,3038578.5,0.0,7277381.0
Southern Region,2_sample_mean,10442116,948,948,1,1,3038578.5,,7277381.0
Northern Region,1_analytic_mean,10442186,948,948,1,1,157801.45,0.0,609272.06
Northern Region,2_sample_mean,10442186,948,948,1,1,157801.45,,609272.06
Southern Region,1_analytic_mean,10442186,948,948,1,1,26165522.0,0.0,50772552.0
Southern Region,2_sample_mean,10442186,948,948,1,1,26165522.0,,50772552.0
Area under National Administration,1_analytic_mean,10442186,948,948,1,1,108044.24,0.0,338484.41
Area under National Administration,2_sample_mean,10442186,948,948,1,1,108044.24,,338484.41
Central Region,1_analytic_mean,10442186,948,948,1,1,1070559.62,0.0,3351000.5
Central Region,2_sample_mean,10442186,948,948,1,1,1070559.62,,3351000.5
Southern Region,1_analytic_mean,10442298,949,949,1,1,76903.68,0.0,203090.66
Southern Region,2_sample_mean,10442298,949,949,1,1,76903.68,,203090.66
Central Region,1_analytic_mean,10442299,949,949,1,1,951886.31,0.0,2877121.5
Central Region,2_sample_mean,10442299,949,949,1,1,951886.31,,2877121.5
Northern Region,1_analytic_mean,10442321,950,950,1,1,1167839.88,0.0,2707879.0
Northern Region,2_sample_mean,10442321,950,950,1,1,1167839.88,,2707879.0
Northern Region,1_analytic_mean,10442449,951,951,1,1,28432.7,0.0,33848.45
Northern Region,2_sample_mean,10442449,951,951,1,1,28432.7,,33848.45
Northern Region,1_analytic_mean,10442606,953,953,1,1,5531327.0,0.0,12997965.0
Northern Region,2_sample_mean,10442606,953,953,1,1,5531327.0,,12997965.0
Area under National Administration,1_analytic_mean,10442606,953,953,1,1,142975.84,0.0,338484.41
Area under National Administration,2_sample_mean,10442606,953,953,1,1,142975.84,,338484.41
Northern Region,1_analytic_mean,10442768,955,955,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10442768,955,955,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10442846,956,956,1,1,8078164.0,0.0,16958404.0
Southern Region,2_sample_mean,10442846,956,956,1,1,8078164.0,,16958404.0
Area under National Administration,1_analytic_mean,10442846,956,956,1,1,99040.56,0.0,203090.66
Area under National Administration,2_sample_mean,10442846,956,956,1,1,99040.56,,203090.66
Central Region,1_analytic_mean,10442846,956,956,1,1,14336694.0,0.0,32799268.0
Central Region,2_sample_mean,10442846,956,956,1,1,14336694.0,,32799268.0
Northern Region,1_analytic_mean,10443073,958,958,1,1,287847.22,0.0,643120.56
Northern Region,2_sample_mean,10443073,958,958,1,1,287847.22,,643120.56
Southern Region,1_analytic_mean,10443073,958,958,1,1,973481.94,0.0,3926425.0
Southern Region,2_sample_mean,10443073,958,958,1,1,973481.94,,3926425.0
Area under National Administration,1_analytic_mean,10443073,958,958,1,1,1100684.0,0.0,4095667.5
Area under National Administration,2_sample_mean,10443073,958,958,1,1,1100684.0,,4095667.5
Central Region,1_analytic_mean,10443073,958,958,1,1,10872348.0,0.0,26977412.0
Central Region,2_sample_mean,10443073,958,958,1,1,10872348.0,,26977412.0
Northern Region,1_analytic_mean,10443189,959,959,1,1,2428357.5,0.0,6295789.0
Northern Region,2_sample_mean,10443189,959,959,1,1,2428357.5,,6295789.0
Area under National Administration,1_analytic_mean,10443189,959,959,1,1,37774.87,0.0,101545.34
Area under National Administration,2_sample_mean,10443189,959,959,1,1,37774.87,,101545.34
Northern Region,1_analytic_mean,10443200,959,959,1,1,22339.98,0.0,67696.9
Northern Region,2_sample_mean,10443200,959,959,1,1,22339.98,,67696.9
Northern Region,1_analytic_mean,10443204,959,959,1,1,3439550.5,0.0,7852797.0
Northern Region,2_sample_mean,10443204,959,959,1,1,3439550.5,,7852797.0
Southern Region,1_analytic_mean,10443204,959,959,1,1,78393.01,0.0,270787.53
Southern Region,2_sample_mean,10443204,959,959,1,1,78393.01,,270787.53
Area under National Administration,1_analytic_mean,10443204,959,959,1,1,124562.31,0.0,304635.97
Area under National Administration,2_sample_mean,10443204,959,959,1,1,124562.31,,304635.97
Southern Region,1_analytic_mean,10443215,959,959,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10443215,959,959,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10443215,959,959,1,1,43867.59,0.0,67696.9
Central Region,2_sample_mean,10443215,959,959,1,1,43867.59,,67696.9
Southern Region,1_analytic_mean,10443315,960,960,1,1,20715668.0,0.0,42547488.0
Southern Region,2_sample_mean,10443315,960,960,1,1,20715668.0,,42547488.0
Southern Region,1_analytic_mean,10443371,960,960,1,1,7514.36,0.0,33848.45
Southern Region,2_sample_mean,10443371,960,960,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10443491,962,962,1,1,2316728.5,0.0,6228093.0
Southern Region,2_sample_mean,10443491,962,962,1,1,2316728.5,,6228093.0
Area under National Administration,1_analytic_mean,10443491,962,962,1,1,2258102.75,0.0,5652677.0
Area under National Administration,2_sample_mean,10443491,962,962,1,1,2258102.75,,5652677.0
Central Region,1_analytic_mean,10443491,962,962,1,1,1339519.0,0.0,3689485.5
Central Region,2_sample_mean,10443491,962,962,1,1,1339519.0,,3689485.5
Northern Region,1_analytic_mean,10443674,964,964,1,1,291570.53,0.0,1049302.62
Northern Region,2_sample_mean,10443674,964,964,1,1,291570.53,,1049302.62
Northern Region,1_analytic_mean,10443677,964,964,1,1,3459384.0,0.0,8631315.0
Northern Region,2_sample_mean,10443677,964,964,1,1,3459384.0,,8631315.0
Area under National Administration,1_analytic_mean,10443677,964,964,1,1,66072.17,0.0,135393.78
Area under National Administration,2_sample_mean,10443677,964,964,1,1,66072.17,,135393.78
Central Region,1_analytic_mean,10443687,964,964,1,1,426219.62,0.0,1184696.62
Central Region,2_sample_mean,10443687,964,964,1,1,426219.62,,1184696.62
Northern Region,1_analytic_mean,10443746,965,965,1,1,105404.05,0.0,406181.28
Northern Region,2_sample_mean,10443746,965,965,1,1,105404.05,,406181.28
Southern Region,1_analytic_mean,10443914,967,967,1,1,1699938.88,0.0,6092701.0
Southern Region,2_sample_mean,10443914,967,967,1,1,1699938.88,,6092701.0
Area under National Administration,1_analytic_mean,10443914,967,967,1,1,72097.2,0.0,101545.34
Area under National Administration,2_sample_mean,10443914,967,967,1,1,72097.2,,101545.34
Central Region,1_analytic_mean,10443914,967,967,1,1,6133898.5,0.0,12828715.0
Central Region,2_sample_mean,10443914,967,967,1,1,6133898.5,,12828715.0
Southern Region,1_analytic_mean,10443919,967,967,1,1,42716.75,0.0,101545.34
Southern Region,2_sample_mean,10443919,967,967,1,1,42716.75,,101545.34
Southern Region,1_analytic_mean,10443989,967,967,1,1,42716.75,0.0,101545.34
Southern Region,2_sample_mean,10443989,967,967,1,1,42716.75,,101545.34
Northern Region,1_analytic_mean,10444002,968,968,1,1,336589.0,0.0,710817.56
Northern Region,2_sample_mean,10444002,968,968,1,1,336589.0,,710817.56
Southern Region,1_analytic_mean,10444002,968,968,1,1,15109462.0,0.0,35608648.0
Southern Region,2_sample_mean,10444002,968,968,1,1,15109462.0,,35608648.0
Central Region,1_analytic_mean,10444002,968,968,1,1,676630.56,0.0,1387787.62
Central Region,2_sample_mean,10444002,968,968,1,1,676630.56,,1387787.62
Northern Region,1_analytic_mean,10444185,970,970,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10444185,970,970,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10444199,970,970,1,1,15028.71,0.0,67696.9
Southern Region,2_sample_mean,10444199,970,970,1,1,15028.71,,67696.9
Southern Region,1_analytic_mean,10444322,972,972,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10444322,972,972,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10444329,972,972,1,1,7514.36,0.0,33848.45
Central Region,2_sample_mean,10444329,972,972,1,1,7514.36,,33848.45
Northern Region,1_analytic_mean,10444343,972,972,1,1,1119706.88,0.0,3012515.5
Northern Region,2_sample_mean,10444343,972,972,1,1,1119706.88,,3012515.5
Southern Region,1_analytic_mean,10444343,972,972,1,1,14678262.0,0.0,29346772.0
Southern Region,2_sample_mean,10444343,972,972,1,1,14678262.0,,29346772.0
Central Region,1_analytic_mean,10444343,972,972,1,1,346811.22,0.0,643120.56
Central Region,2_sample_mean,10444343,972,972,1,1,346811.22,,643120.56
Northern Region,1_analytic_mean,10444530,974,974,1,1,6139987.0,0.0,14792015.0
Northern Region,2_sample_mean,10444530,974,974,1,1,6139987.0,,14792015.0
Southern Region,1_analytic_mean,10444530,974,974,1,1,41024.32,0.0,135393.78
Southern Region,2_sample_mean,10444530,974,974,1,1,41024.32,,135393.78
Area under National Administration,1_analytic_mean,10444530,974,974,1,1,257519.02,0.0,744666.06
Area under National Administration,2_sample_mean,10444530,974,974,1,1,257519.02,,744666.06
Central Region,1_analytic_mean,10444530,974,974,1,1,1416558.75,0.0,4231061.0
Central Region,2_sample_mean,10444530,974,974,1,1,1416558.75,,4231061.0
Central Region,1_analytic_mean,10444544,974,974,1,1,1966935.38,0.0,4975717.0
Central Region,2_sample_mean,10444544,974,974,1,1,1966935.38,,4975717.0
Southern Region,1_analytic_mean,10444603,975,975,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10444603,975,975,1,1,11169.99,,33848.45
Southern Region,1_analytic_mean,10444779,977,977,1,1,8751478.0,0.0,18041540.0
Southern Region,2_sample_mean,10444779,977,977,1,1,8751478.0,,18041540.0
Area under National Administration,1_analytic_mean,10444779,977,977,1,1,184609.42,0.0,406181.28
Area under National Administration,2_sample_mean,10444779,977,977,1,1,184609.42,,406181.28
Central Region,1_analytic_mean,10444779,977,977,1,1,14362237.0,0.0,33814704.0
Central Region,2_sample_mean,10444779,977,977,1,1,14362237.0,,33814704.0
Southern Region,1_analytic_mean,10444846,977,977,1,1,50231.11,0.0,135393.78
Southern Region,2_sample_mean,10444846,977,977,1,1,50231.11,,135393.78
Northern Region,1_analytic_mean,10444862,978,978,1,1,220488.81,0.0,541575.06
Northern Region,2_sample_mean,10444862,978,978,1,1,220488.81,,541575.06
Southern Region,1_analytic_mean,10444862,978,978,1,1,19574248.0,0.0,44409128.0
Southern Region,2_sample_mean,10444862,978,978,1,1,19574248.0,,44409128.0
Central Region,1_analytic_mean,10444862,978,978,1,1,276203.38,0.0,643120.56
Central Region,2_sample_mean,10444862,978,978,1,1,276203.38,,643120.56
Northern Region,1_analytic_mean,10444911,978,978,1,1,298204.84,0.0,609272.06
Northern Region,2_sample_mean,10444911,978,978,1,1,298204.84,,609272.06
Area under National Administration,1_analytic_mean,10444911,978,978,1,1,22339.98,0.0,67696.9
Area under National Administration,2_sample_mean,10444911,978,978,1,1,22339.98,,67696.9
Northern Region,1_analytic_mean,10445033,980,980,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10445033,980,980,1,1,7514.36,,33848.45
Central Region,1_analytic_mean,10445048,980,980,1,1,1564206.5,0.0,4603389.0
Central Region,2_sample_mean,10445048,980,980,1,1,1564206.5,,4603389.0
Southern Region,1_analytic_mean,10445191,982,982,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10445191,982,982,1,1,11169.99,,33848.45
Southern Region,1_analytic_mean,10445210,982,982,1,1,11133945.0,0.0,28602116.0
Southern Region,2_sample_mean,10445210,982,982,1,1,11133945.0,,28602116.0
Central Region,1_analytic_mean,10445341,983,983,1,1,28432.7,0.0,33848.45
